[gpu] Using device: cuda
[gpu] GPU: NVIDIA RTX PRO 6000 Blackwell Workstation Edition
[gpu] VRAM: 101.9 GB
S1 PPO: 64 train seeds, 64 val seeds
manifest_dir: /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/manifests
out_dir: /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output
  iter  359  rollout_drop=0.0780  val_drop=0.0936  policy_loss=-0.0012  value_loss=0.0774  kl_max_post=0.00000  entropy=0.0242  trans=368640  elapsed=1548s
  iter  369  rollout_drop=0.0728  val_drop=0.0937  policy_loss=-0.0008  value_loss=0.0886  kl_max_post=0.00000  entropy=0.0185  trans=378880  elapsed=1592s
  iter  379  rollout_drop=0.0780  val_drop=0.0937  policy_loss=0.0001  value_loss=0.0774  kl_max_post=0.00000  entropy=0.0183  trans=389120  elapsed=1635s
  iter  389  rollout_drop=0.0739  val_drop=0.0925  policy_loss=-0.0001  value_loss=0.0772  kl_max_post=0.00000  entropy=0.0128  trans=399360  elapsed=1678s
  iter  399  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0764  kl_max_post=0.00000  entropy=0.0101  trans=409600  elapsed=1721s
  iter  409  rollout_drop=0.0676  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0696  kl_max_post=0.00000  entropy=0.0102  trans=419840  elapsed=1764s
  iter  419  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0751  kl_max_post=0.00000  entropy=0.0107  trans=430080  elapsed=1808s
  iter  429  rollout_drop=0.0780  val_drop=0.0933  policy_loss=0.0000  value_loss=0.0740  kl_max_post=0.00000  entropy=0.0118  trans=440320  elapsed=1851s
  iter  439  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0741  kl_max_post=0.00000  entropy=0.0088  trans=450560  elapsed=1894s
  iter  449  rollout_drop=0.0719  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0743  kl_max_post=0.00000  entropy=0.0062  trans=460800  elapsed=1937s
  iter  459  rollout_drop=0.0739  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0755  kl_max_post=0.00000  entropy=0.0069  trans=471040  elapsed=1980s
  iter  469  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0741  kl_max_post=0.00000  entropy=0.0083  trans=481280  elapsed=2024s
  iter  479  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0729  kl_max_post=0.00000  entropy=0.0069  trans=491520  elapsed=2067s
  iter  489  rollout_drop=0.0697  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0858  kl_max_post=0.00000  entropy=0.0060  trans=501760  elapsed=2110s
  iter  499  rollout_drop=0.0754  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0737  kl_max_post=0.00000  entropy=0.0067  trans=512000  elapsed=2153s
  iter  509  rollout_drop=0.0747  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0742  kl_max_post=0.00000  entropy=0.0087  trans=522240  elapsed=2197s
  iter  519  rollout_drop=0.0719  val_drop=0.0937  policy_loss=-0.0004  value_loss=0.0869  kl_max_post=0.00000  entropy=0.0163  trans=532480  elapsed=2240s
  iter  529  rollout_drop=0.0745  val_drop=0.0889  policy_loss=-0.0003  value_loss=0.0953  kl_max_post=0.00000  entropy=0.0353  trans=542720  elapsed=2283s
  iter  539  rollout_drop=0.0733  val_drop=0.0897  policy_loss=0.0001  value_loss=0.1013  kl_max_post=0.00000  entropy=0.0407  trans=552960  elapsed=2327s
  iter  549  rollout_drop=0.0739  val_drop=0.0925  policy_loss=-0.0006  value_loss=0.0880  kl_max_post=0.00000  entropy=0.0306  trans=563200  elapsed=2370s
  iter  559  rollout_drop=0.0780  val_drop=0.0932  policy_loss=-0.0001  value_loss=0.0720  kl_max_post=0.00000  entropy=0.0186  trans=573440  elapsed=2414s
  iter  569  rollout_drop=0.0696  val_drop=0.0932  policy_loss=-0.0026  value_loss=0.0945  kl_max_post=0.00001  entropy=0.0292  trans=583680  elapsed=2457s
  iter  579  rollout_drop=0.0749  val_drop=0.0912  policy_loss=-0.0001  value_loss=0.0786  kl_max_post=0.00000  entropy=0.0333  trans=593920  elapsed=2500s
  iter  589  rollout_drop=0.0747  val_drop=0.0894  policy_loss=0.0001  value_loss=0.0986  kl_max_post=0.00000  entropy=0.0339  trans=604160  elapsed=2543s
  iter  599  rollout_drop=0.0773  val_drop=0.0927  policy_loss=0.0002  value_loss=0.0858  kl_max_post=0.00000  entropy=0.0270  trans=614400  elapsed=2587s
  iter  609  rollout_drop=0.0733  val_drop=0.0911  policy_loss=-0.0001  value_loss=0.1017  kl_max_post=0.00000  entropy=0.0372  trans=624640  elapsed=2630s
  iter  619  rollout_drop=0.0697  val_drop=0.0937  policy_loss=0.0000  value_loss=0.0916  kl_max_post=0.00000  entropy=0.0202  trans=634880  elapsed=2673s
  iter  629  rollout_drop=0.0776  val_drop=0.0937  policy_loss=-0.0001  value_loss=0.0702  kl_max_post=0.00000  entropy=0.0177  trans=645120  elapsed=2717s
  iter  639  rollout_drop=0.0841  val_drop=0.0927  policy_loss=-0.0013  value_loss=0.0869  kl_max_post=0.00000  entropy=0.0254  trans=655360  elapsed=2760s
  iter  649  rollout_drop=0.0750  val_drop=0.0937  policy_loss=-0.0010  value_loss=0.0846  kl_max_post=0.00000  entropy=0.0192  trans=665600  elapsed=2804s
  iter  659  rollout_drop=0.0780  val_drop=0.0937  policy_loss=-0.0001  value_loss=0.0755  kl_max_post=0.00000  entropy=0.0112  trans=675840  elapsed=2847s
  iter  669  rollout_drop=0.0801  val_drop=0.0925  policy_loss=-0.0007  value_loss=0.0957  kl_max_post=0.00000  entropy=0.0191  trans=686080  elapsed=2890s
  iter  679  rollout_drop=0.0780  val_drop=0.0937  policy_loss=0.0000  value_loss=0.0743  kl_max_post=0.00000  entropy=0.0181  trans=696320  elapsed=2933s
  iter  689  rollout_drop=0.0754  val_drop=0.0932  policy_loss=-0.0018  value_loss=0.0940  kl_max_post=0.00000  entropy=0.0204  trans=706560  elapsed=2977s
  iter  699  rollout_drop=0.0780  val_drop=0.0937  policy_loss=0.0000  value_loss=0.0776  kl_max_post=0.00000  entropy=0.0177  trans=716800  elapsed=3020s
  iter  709  rollout_drop=0.0793  val_drop=0.0912  policy_loss=-0.0003  value_loss=0.0889  kl_max_post=0.00000  entropy=0.0255  trans=727040  elapsed=3063s
  iter  719  rollout_drop=0.0780  val_drop=0.0904  policy_loss=-0.0013  value_loss=0.0753  kl_max_post=0.00000  entropy=0.0228  trans=737280  elapsed=3107s
  iter  729  rollout_drop=0.0689  val_drop=0.0904  policy_loss=-0.0008  value_loss=0.0919  kl_max_post=0.00000  entropy=0.0384  trans=747520  elapsed=3150s
  iter  739  rollout_drop=0.0780  val_drop=0.0937  policy_loss=-0.0030  value_loss=0.0728  kl_max_post=0.00000  entropy=0.0149  trans=757760  elapsed=3194s
  iter  749  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0742  kl_max_post=0.00000  entropy=0.0074  trans=768000  elapsed=3237s
  iter  759  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0749  kl_max_post=0.00000  entropy=0.0071  trans=778240  elapsed=3280s
  iter  769  rollout_drop=0.0719  val_drop=0.0933  policy_loss=0.0000  value_loss=0.0749  kl_max_post=0.00000  entropy=0.0082  trans=788480  elapsed=3324s
  iter  779  rollout_drop=0.0739  val_drop=0.0933  policy_loss=0.0001  value_loss=0.0768  kl_max_post=0.00000  entropy=0.0123  trans=798720  elapsed=3368s
  iter  789  rollout_drop=0.0780  val_drop=0.0937  policy_loss=0.0000  value_loss=0.0723  kl_max_post=0.00000  entropy=0.0094  trans=808960  elapsed=3411s
  iter  799  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0728  kl_max_post=0.00000  entropy=0.0062  trans=819200  elapsed=3455s
  iter  809  rollout_drop=0.0697  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0864  kl_max_post=0.00000  entropy=0.0050  trans=829440  elapsed=3499s
  iter  819  rollout_drop=0.0754  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0730  kl_max_post=0.00000  entropy=0.0046  trans=839680  elapsed=3542s
  iter  829  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0739  kl_max_post=0.00000  entropy=0.0051  trans=849920  elapsed=3585s
  iter  839  rollout_drop=0.0709  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0807  kl_max_post=0.00000  entropy=0.0048  trans=860160  elapsed=3629s
  iter  849  rollout_drop=0.0711  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0884  kl_max_post=0.00000  entropy=0.0056  trans=870400  elapsed=3672s
  iter  859  rollout_drop=0.0749  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0768  kl_max_post=0.00000  entropy=0.0049  trans=880640  elapsed=3716s
  iter  869  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0731  kl_max_post=0.00000  entropy=0.0057  trans=890880  elapsed=3759s
  iter  879  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0739  kl_max_post=0.00000  entropy=0.0040  trans=901120  elapsed=3803s
  iter  889  rollout_drop=0.0739  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0761  kl_max_post=0.00000  entropy=0.0037  trans=911360  elapsed=3846s
  iter  899  rollout_drop=0.0750  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0817  kl_max_post=0.00000  entropy=0.0025  trans=921600  elapsed=3889s
  iter  909  rollout_drop=0.0754  val_drop=0.0929  policy_loss=-0.0001  value_loss=0.0722  kl_max_post=0.00000  entropy=0.0023  trans=931840  elapsed=3933s
  iter  919  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0739  kl_max_post=0.00000  entropy=0.0020  trans=942080  elapsed=3976s
  iter  929  rollout_drop=0.0745  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0798  kl_max_post=0.00000  entropy=0.0022  trans=952320  elapsed=4019s
  iter  939  rollout_drop=0.0697  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0866  kl_max_post=0.00000  entropy=0.0021  trans=962560  elapsed=4062s
  iter  949  rollout_drop=0.0747  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0723  kl_max_post=0.00000  entropy=0.0022  trans=972800  elapsed=4105s
  iter  959  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0736  kl_max_post=0.00000  entropy=0.0019  trans=983040  elapsed=4148s
  iter  969  rollout_drop=0.0780  val_drop=0.0929  policy_loss=-0.0000  value_loss=0.0742  kl_max_post=0.00000  entropy=0.0019  trans=993280  elapsed=4192s
  iter  979  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0746  kl_max_post=0.00000  entropy=0.0017  trans=1003520  elapsed=4235s
  iter  989  rollout_drop=0.0749  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0779  kl_max_post=0.00000  entropy=0.0017  trans=1013760  elapsed=4278s
  iter  999  rollout_drop=0.0780  val_drop=0.0929  policy_loss=0.0000  value_loss=0.0741  kl_max_post=0.00000  entropy=0.0013  trans=1024000  elapsed=4321s

wrote /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output/train_metrics.jsonl (1000 rows)
wrote /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output/val_metrics.jsonl (100 rows)
elapsed: 4321.1s  transitions: 1024000
