iter,reward_mean,policy_loss,value_loss,entropy,approx_kl,adv_std,clip_frac,early_stop,elapsed_min
139,-0.16152064502239227,-0.005737782353535294,1.8904546535015105,-2.2422728157043457,0.03926411733031273,0.9999999403953552,0.11765625,0,3.884194378058116
140,-0.16824862360954285,-0.0002018989808857441,1.7110218763351441,-2.242415177822113,0.039478007256984714,1.0,0.1215625,0,3.9092403491338095
141,-0.1593998819589615,0.008534323796629906,1.7680874729156495,-2.2562473583221436,0.050677647590637205,1.0,0.08,1,3.9299020449320476
142,-0.13384367525577545,0.010037101600319146,1.8261477446556091,-2.260966410636902,0.046563218832015994,1.0,0.103125,1,3.952110159397125
143,-0.12304967641830444,0.0044891005754470826,1.4588908433914185,-2.2749190807342528,0.05267987847328186,1.0,0.066875,1,3.9726219216982526
144,-0.14631099998950958,0.030546521320939064,1.9477573394775392,-2.2894437313079834,0.060031177401542665,0.9999998807907104,0.10625,1,3.9932045261065165
145,-0.16078105568885803,0.0030903121829032897,2.8295958423614502,-2.2930502033233644,0.046885982155799866,0.9999998807907104,0.066875,1,4.013970975081126
146,-0.12987791001796722,0.019337304159998892,1.5502148604393005,-2.271041030883789,0.06199614584445953,1.0,0.065625,1,4.03491819302241
147,-0.12587028741836548,0.009408208131790162,1.0877699732780457,-2.3093999195098878,0.09659399092197418,1.0,0.121875,1,4.055630457401276
148,-0.1337071657180786,0.0014468777924776077,2.4119266653060913,-2.28831335067749,0.056448025107383726,1.0,0.091875,1,4.0763325969378155
149,-0.15121766924858093,0.011377109661698342,2.3167887783050536,-2.3182588958740236,0.06673113346099853,1.0,0.105625,1,4.097204184532165
150,-0.1690261960029602,0.008527633398771287,2.4331894540786743,-2.3486148929595947,0.06022095233201981,1.0,0.088125,1,4.1180040041605634
151,-0.12091585248708725,0.018890462778508664,0.8322416782379151,-2.313844747543335,0.09494273841381073,1.0,0.12375,1,4.1387045303980505
152,-0.13365450501441956,0.009667951986193657,2.23643520116806,-2.317371711730957,0.07598972856998444,1.0,0.106875,1,4.159480206171671
153,-0.22899724543094635,-0.00029788587242364885,3.599170900583267,-2.3286434960365296,0.03792464703321457,1.0,0.10609375,0,4.184646650155385
154,-0.1310214251279831,0.0013746291399002076,2.003125083446503,-2.3214355945587157,0.06680900871753692,0.9999999403953552,0.1375,1,4.20532949368159
155,-0.12352817505598068,0.008507172465324403,1.8333579111099243,-2.32387638092041,0.0600262987613678,1.0,0.07625,1,4.225786606470744
156,-0.11677265167236328,0.0057984721660614014,1.7786412572860717,-2.3210975742340088,0.07284412205219269,1.0,0.101875,1,4.246082405249278
157,-0.12946711480617523,0.013758904859423637,2.4927523851394655,-2.311409692764282,0.07592761993408204,1.0,0.089375,1,4.266506135463715
158,-0.091145820915699,0.0205840528011322,1.1849595379829407,-2.328627014160156,0.07347899615764618,1.0000001192092896,0.080625,1,4.286994409561157
159,-0.13405340909957886,-0.004082837309688329,1.803134473860264,-2.341848018169403,0.01566531516611576,0.9999999403953552,0.08046875,0,4.311638538042704
160,-0.09779826551675797,0.008739524856209754,1.7976570296287537,-2.344006910324097,0.07770364999771118,1.0,0.17875,1,4.332253380616506
161,-0.12577825784683228,-0.004984789863228798,1.6775392860174179,-2.3369852805137636,0.03858070567250252,1.0,0.11359375,0,4.357162765661875
162,-0.11477120220661163,-0.0023259038105607035,1.8210959511995315,-2.338550922870636,0.039441680908203124,1.0,0.09578125,0,4.381962728500366
163,-0.10853389650583267,0.008104601874947548,1.597373332977295,-2.3236539936065674,0.06806654036045075,1.0,0.079375,1,4.402526426315307
164,-0.1702207326889038,0.01531075432896614,3.4932015562057495,-2.342655668258667,0.06877290308475495,1.0,0.114375,1,4.42303341627121
165,-0.263715535402298,0.007260306477546692,5.3745724487304685,-2.3429192161560057,0.05344246983528137,0.9999999403953552,0.048125,1,4.4439337134361265
166,-0.13296958804130554,0.004449526704847813,2.943278203010559,-2.3099608421325684,0.05782214909791947,1.0,0.07,1,4.464424773057302
167,-0.11914503574371338,0.013759005963802338,2.5951778221130373,-2.3267586708068846,0.07339545369148254,1.0,0.065625,1,4.4850912173589075
168,-0.07478196918964386,0.0023256585747003554,1.4843299102783203,-2.320560874938965,0.05736013770103455,0.9999999403953552,0.09375,1,4.50581388870875
169,-0.10715890675783157,0.0006280303001403809,1.7659099233150481,-2.3235387706756594,0.06867502063512802,1.0,0.1225,1,4.526824283599853
170,-0.07328012585639954,0.0027957046777009964,1.6631632804870606,-2.32314489364624,0.07409742891788483,1.0000001192092896,0.10875,1,4.547201291720072
171,-0.06446253508329391,0.006404697969555855,0.44651068687438966,-2.3450562858581545,0.11734751045703888,1.0,0.18625,1,4.567514034112294
172,-0.21785198152065277,0.0032958549913018943,4.628293018341065,-2.3346929001808165,0.03692297466099262,0.9999998807907104,0.0934375,0,4.592166801293691
173,-0.07482453435659409,-0.0006737314164638519,0.8417020440101624,-2.343071041107178,0.087673220038414,1.0,0.123125,1,4.612977087497711
174,-0.0878925696015358,-0.0007570921629667282,2.3186723279953,-2.3338401985168455,0.07852997303009034,1.0,0.089375,1,4.633417276541392
175,-0.15885686874389648,0.005404224842786789,2.342187936306,-2.360982646942139,0.055349186062812805,1.0,0.08125,1,4.653744451204935
176,-0.13886068761348724,0.005331255532801151,3.0660009706020355,-2.3594040870666504,0.08824904024600982,1.0,0.13125,1,4.6740093469619755
177,-0.06409087032079697,0.004890605360269546,0.7704869306087494,-2.336831350326538,0.08582310855388642,1.0,0.09875,1,4.694523652394612
178,-0.14890895783901215,0.02799522750079632,2.6494629693031313,-2.351535663604736,0.1339522784948349,0.9999999403953552,0.238125,1,4.714996425310771
179,-0.14220191538333893,0.008338757380843163,2.430040113925934,-2.3237861728668214,0.07037582755088806,1.0,0.12625,1,4.735537075996399
180,-0.16971059143543243,0.012019747048616409,2.557020568847656,-2.3602931976318358,0.07899938344955444,0.9999999403953552,0.0975,1,4.756073661645254
181,-0.1897074282169342,0.010304263383150101,3.1622583961486814,-2.3606193447113037,0.08429941773414612,0.9999999403953552,0.184375,1,4.776889173189799
182,-0.12041344493627548,0.004482846707105637,1.4543321585655213,-2.322744674682617,0.09647802531719207,1.0,0.106875,1,4.797471944491068
183,0.03260541707277298,-0.005236719828099012,2.7629588013887405,-2.3098595571517944,0.027540481835603713,1.0,0.1153125,0,4.822245041529338
184,-0.046539485454559326,-0.0025860745459794997,0.36831727862358093,-2.347846384048462,0.07285290986299514,1.0,0.143125,1,4.842888033390045
185,-0.12304998934268951,-0.0012157762609422207,1.676324492096901,-2.348610382080078,0.019579692184925078,0.9999999403953552,0.09078125,0,4.867901039123535
186,-0.1246882975101471,-0.0014618096500635146,3.4207820987701414,-2.335572748184204,0.0606430983543396,0.9999999403953552,0.10375,1,4.888467748959859
187,-0.12907128036022186,0.00483731858432293,2.9311398386955263,-2.347645778656006,0.06209443390369415,1.0,0.056875,1,4.909219459692637
188,-0.1895197629928589,0.004160651862621307,4.345232634544373,-2.3659742164611814,0.07310069084167481,1.0,0.07625,1,4.929767096042633
189,-0.12642991542816162,0.005532177686691284,2.4989511299133302,-2.3280350589752197,0.06106551855802536,1.0,0.085,1,4.9504682977994285
190,-0.09757319837808609,0.0071636949852108955,1.5855958032608033,-2.3196934986114504,0.06490329086780548,1.0,0.08375,1,4.970999960104624
191,-0.09300839900970459,-0.001063566543161869,3.8782487297058106,-2.306017475128174,0.055667040944099425,1.0,0.078125,1,4.991289071242014
192,-0.04029827192425728,-0.0029873235523700716,0.6446428006887436,-2.342257471084595,0.08874340176582336,0.9999998807907104,0.095625,1,5.01159329811732
193,-0.17589722573757172,0.008482706546783448,3.433943829536438,-2.368839673995972,0.07765772521495819,0.9999998807907104,0.094375,1,5.0320591251055395
194,-0.14683876931667328,0.008881644457578658,2.7855456686019897,-2.3293779277801514,0.06782421052455902,1.0,0.135,1,5.052302781740824
195,-0.10376767069101334,0.002958780862390995,2.454376018047333,-2.3176325607299804,0.06666824162006378,1.0,0.11,1,5.072588407993317
196,-0.08481457829475403,0.005369886085391045,1.6863512301445007,-2.320767478942871,0.07394644498825073,0.9999998807907104,0.15875,1,5.092852354049683
