[gpu] Using device: cuda
[gpu] GPU: NVIDIA RTX PRO 6000 Blackwell Workstation Edition
[gpu] VRAM: 101.9 GB
S1 PPO AMENDMENT 02 (stronger exploration)  seed=20260729
  entropy_coef=5e-3, anneal_frac=0.5, target_kl=0.02
  train_seeds=64  val_seeds=64
  out_dir=/home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output_amend02_seed20260729
  iter    9  rollout_drop=0.0153  val_drop=0.0122  entropy=0.4343  trans=10240  elapsed=43s
  iter  899  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0012  trans=921600  elapsed=3836s
  iter  909  rollout_drop=0.2320  val_drop=0.2121  entropy=0.0012  trans=931840  elapsed=3879s
  iter  919  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0009  trans=942080  elapsed=3922s
  iter  929  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0009  trans=952320  elapsed=3965s
  iter  939  rollout_drop=0.2346  val_drop=0.2134  entropy=0.0009  trans=962560  elapsed=4008s
  iter  949  rollout_drop=0.2346  val_drop=0.2134  entropy=0.0008  trans=972800  elapsed=4050s
  iter  959  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0010  trans=983040  elapsed=4093s
  iter  969  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0010  trans=993280  elapsed=4136s
  iter  979  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0010  trans=1003520  elapsed=4179s
  iter  989  rollout_drop=0.2229  val_drop=0.2121  entropy=0.0010  trans=1013760  elapsed=4221s
  iter  999  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0010  trans=1024000  elapsed=4264s

wrote /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output_amend02_seed20260729/train_metrics.jsonl (1000 rows)
wrote /home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output_amend02_seed20260729/val_metrics.jsonl (100 rows)
elapsed: 4263.9s
