[gpu] Using device: cuda
[gpu] GPU: NVIDIA RTX PRO 6000 Blackwell Workstation Edition
[gpu] VRAM: 101.9 GB
S1 PPO AMENDMENT 02 (stronger exploration)  seed=20260729
  entropy_coef=5e-3, anneal_frac=0.5, target_kl=0.02
  train_seeds=64  val_seeds=64
  out_dir=/home/ubuntu/CODE/g3-bsta-fastwork/experiments/array_face_s1/learning_repair/s1_ppo_output_amend02_seed20260729
  iter    9  rollout_drop=0.0153  val_drop=0.0122  entropy=0.4343  trans=10240  elapsed=43s
  iter   19  rollout_drop=0.0421  val_drop=0.0349  entropy=0.3221  trans=20480  elapsed=86s
  iter   29  rollout_drop=0.0622  val_drop=0.0533  entropy=0.2347  trans=30720  elapsed=128s
  iter   39  rollout_drop=0.0957  val_drop=0.0827  entropy=0.1700  trans=40960  elapsed=171s
  iter   49  rollout_drop=0.1053  val_drop=0.0858  entropy=0.1550  trans=51200  elapsed=213s
  iter   59  rollout_drop=0.1023  val_drop=0.0917  entropy=0.1222  trans=61440  elapsed=255s
  iter   69  rollout_drop=0.1106  val_drop=0.0867  entropy=0.1350  trans=71680  elapsed=298s
  iter   79  rollout_drop=0.1251  val_drop=0.0930  entropy=0.1017  trans=81920  elapsed=341s
  iter   89  rollout_drop=0.1087  val_drop=0.0956  entropy=0.0920  trans=92160  elapsed=383s
  iter   99  rollout_drop=0.1149  val_drop=0.0940  entropy=0.0916  trans=102400  elapsed=426s
  iter  109  rollout_drop=0.1058  val_drop=0.0876  entropy=0.0932  trans=112640  elapsed=469s
  iter  119  rollout_drop=0.0979  val_drop=0.0956  entropy=0.0935  trans=122880  elapsed=512s
  iter  129  rollout_drop=0.1148  val_drop=0.0970  entropy=0.0785  trans=133120  elapsed=554s
  iter  139  rollout_drop=0.1179  val_drop=0.0990  entropy=0.0893  trans=143360  elapsed=597s
  iter  149  rollout_drop=0.1199  val_drop=0.0959  entropy=0.1098  trans=153600  elapsed=640s
  iter  159  rollout_drop=0.1065  val_drop=0.0954  entropy=0.1506  trans=163840  elapsed=683s
  iter  169  rollout_drop=0.1108  val_drop=0.0943  entropy=0.1341  trans=174080  elapsed=725s
  iter  179  rollout_drop=0.1296  val_drop=0.1035  entropy=0.1559  trans=184320  elapsed=768s
  iter  189  rollout_drop=0.1140  val_drop=0.1053  entropy=0.1375  trans=194560  elapsed=810s
  iter  199  rollout_drop=0.1283  val_drop=0.1121  entropy=0.1638  trans=204800  elapsed=853s
  iter  209  rollout_drop=0.1353  val_drop=0.1094  entropy=0.1515  trans=215040  elapsed=895s
  iter  219  rollout_drop=0.1295  val_drop=0.1209  entropy=0.1882  trans=225280  elapsed=938s
  iter  229  rollout_drop=0.1653  val_drop=0.1312  entropy=0.1881  trans=235520  elapsed=981s
  iter  239  rollout_drop=0.1610  val_drop=0.1397  entropy=0.1754  trans=245760  elapsed=1023s
  iter  249  rollout_drop=0.1767  val_drop=0.1515  entropy=0.1794  trans=256000  elapsed=1066s
  iter  259  rollout_drop=0.1896  val_drop=0.1653  entropy=0.1509  trans=266240  elapsed=1109s
  iter  269  rollout_drop=0.1853  val_drop=0.1823  entropy=0.1425  trans=276480  elapsed=1151s
  iter  279  rollout_drop=0.2183  val_drop=0.1855  entropy=0.1174  trans=286720  elapsed=1194s
  iter  289  rollout_drop=0.2094  val_drop=0.1905  entropy=0.1017  trans=296960  elapsed=1236s
  iter  299  rollout_drop=0.2251  val_drop=0.1960  entropy=0.0817  trans=307200  elapsed=1279s
  iter  309  rollout_drop=0.2251  val_drop=0.2004  entropy=0.0674  trans=317440  elapsed=1322s
  iter  319  rollout_drop=0.2254  val_drop=0.2017  entropy=0.0548  trans=327680  elapsed=1364s
  iter  329  rollout_drop=0.2302  val_drop=0.2046  entropy=0.0452  trans=337920  elapsed=1407s
  iter  339  rollout_drop=0.2388  val_drop=0.2041  entropy=0.0453  trans=348160  elapsed=1450s
  iter  349  rollout_drop=0.2238  val_drop=0.2059  entropy=0.0356  trans=358400  elapsed=1493s
  iter  359  rollout_drop=0.2361  val_drop=0.2063  entropy=0.0330  trans=368640  elapsed=1535s
  iter  369  rollout_drop=0.2300  val_drop=0.2082  entropy=0.0319  trans=378880  elapsed=1578s
  iter  379  rollout_drop=0.2314  val_drop=0.2082  entropy=0.0274  trans=389120  elapsed=1620s
  iter  389  rollout_drop=0.2314  val_drop=0.2082  entropy=0.0261  trans=399360  elapsed=1663s
  iter  399  rollout_drop=0.2346  val_drop=0.2096  entropy=0.0220  trans=409600  elapsed=1706s
  iter  409  rollout_drop=0.2314  val_drop=0.2095  entropy=0.0219  trans=419840  elapsed=1748s
  iter  419  rollout_drop=0.2317  val_drop=0.2099  entropy=0.0206  trans=430080  elapsed=1791s
  iter  429  rollout_drop=0.2346  val_drop=0.2112  entropy=0.0165  trans=440320  elapsed=1834s
  iter  439  rollout_drop=0.2391  val_drop=0.2112  entropy=0.0149  trans=450560  elapsed=1876s
  iter  449  rollout_drop=0.2358  val_drop=0.2112  entropy=0.0174  trans=460800  elapsed=1918s
  iter  459  rollout_drop=0.2193  val_drop=0.2102  entropy=0.0179  trans=471040  elapsed=1961s
  iter  469  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0135  trans=481280  elapsed=2003s
  iter  479  rollout_drop=0.2263  val_drop=0.2117  entropy=0.0125  trans=491520  elapsed=2046s
  iter  489  rollout_drop=0.2280  val_drop=0.2113  entropy=0.0128  trans=501760  elapsed=2088s
  iter  499  rollout_drop=0.2391  val_drop=0.2117  entropy=0.0109  trans=512000  elapsed=2130s
  iter  509  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0096  trans=522240  elapsed=2173s
  iter  519  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0083  trans=532480  elapsed=2216s
  iter  529  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0064  trans=542720  elapsed=2258s
  iter  539  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0054  trans=552960  elapsed=2301s
  iter  549  rollout_drop=0.2346  val_drop=0.2116  entropy=0.0052  trans=563200  elapsed=2344s
  iter  559  rollout_drop=0.2346  val_drop=0.2116  entropy=0.0051  trans=573440  elapsed=2386s
  iter  569  rollout_drop=0.2346  val_drop=0.2116  entropy=0.0066  trans=583680  elapsed=2429s
  iter  579  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0045  trans=593920  elapsed=2472s
  iter  589  rollout_drop=0.2320  val_drop=0.2117  entropy=0.0055  trans=604160  elapsed=2515s
  iter  599  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0052  trans=614400  elapsed=2557s
  iter  609  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0061  trans=624640  elapsed=2600s
  iter  619  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0059  trans=634880  elapsed=2642s
  iter  629  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0043  trans=645120  elapsed=2685s
  iter  639  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0047  trans=655360  elapsed=2728s
  iter  649  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0060  trans=665600  elapsed=2770s
  iter  659  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0051  trans=675840  elapsed=2813s
  iter  669  rollout_drop=0.2203  val_drop=0.2117  entropy=0.0046  trans=686080  elapsed=2855s
  iter  679  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0037  trans=696320  elapsed=2898s
  iter  689  rollout_drop=0.2246  val_drop=0.2129  entropy=0.0038  trans=706560  elapsed=2940s
  iter  699  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0031  trans=716800  elapsed=2983s
  iter  709  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0026  trans=727040  elapsed=3026s
  iter  719  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0026  trans=737280  elapsed=3068s
  iter  729  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0027  trans=747520  elapsed=3111s
  iter  739  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0029  trans=757760  elapsed=3154s
  iter  749  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0030  trans=768000  elapsed=3196s
  iter  759  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0023  trans=778240  elapsed=3239s
  iter  769  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0021  trans=788480  elapsed=3281s
  iter  779  rollout_drop=0.2253  val_drop=0.2121  entropy=0.0024  trans=798720  elapsed=3324s
  iter  789  rollout_drop=0.2346  val_drop=0.2117  entropy=0.0033  trans=808960  elapsed=3367s
  iter  799  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0026  trans=819200  elapsed=3409s
  iter  809  rollout_drop=0.2261  val_drop=0.2129  entropy=0.0023  trans=829440  elapsed=3452s
  iter  819  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0020  trans=839680  elapsed=3494s
  iter  829  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0019  trans=849920  elapsed=3537s
  iter  839  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0018  trans=860160  elapsed=3580s
  iter  849  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0018  trans=870400  elapsed=3623s
  iter  859  rollout_drop=0.2346  val_drop=0.2129  entropy=0.0013  trans=880640  elapsed=3666s
  iter  869  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0012  trans=890880  elapsed=3708s
  iter  879  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0011  trans=901120  elapsed=3751s
  iter  889  rollout_drop=0.2346  val_drop=0.2121  entropy=0.0011  trans=911360  elapsed=3794s
